srp,orgaoEntidade,anoCompra,sequencialCompra,dataInclusao,dataPublicacaoPncp,dataAtualizacao,numeroCompra,unidadeOrgao,amparoLegal,dataAberturaProposta,dataEncerramentoProposta,informacaoComplementar,processo,objetoCompra,linkSistemaOrigem,justificativaPresencial,unidadeSubRogada,orgaoSubRogado,valorTotalHomologado,numeroControlePNCP,modalidadeId,modoDisputaId,modoDisputaNome,usuarioNome,valorTotalEstimado,modalidadeNome,situacaoCompraId,situacaoCompraNome,tipoInstrumentoConvocatorioCodigo,tipoInstrumentoConvocatorioNome
False,"{'cnpj': '17879859000115', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG', 'poderId': 'E', 'esferaId': 'F'}",2023,222,2023-10-05T15:33:38,2023-10-05T15:33:38,2023-10-05T15:33:38,00163,"{'ufNome': 'Minas Gerais', 'codigoUnidade': '153028', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE ALFENAS', 'ufSigla': 'MG', 'municipioNome': 'Alfenas', 'codigoIbge': '3101607'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-05T15:33:36,2023-10-16T07:59:59,"Produtos para pesquisa e desenvolvimento (art.75,IV,""c"") e valor abaixo do limite previsto no art.75,II, ambos da Lei 14133/21",23087015700202396,"Aquisição de Kits Bioquímicos para atendimento às necessidades de projeto de pesquisa da Pró-Reitoria de Pesquisa e Pós-Graduação -PRPPG da UNIFAL-MG. Todos os encargos e frete deverão estar inclusos. Todas as informações e descrição detalhada dos itens encontram-se no Termo de Referência e Aviso de Dispensa Eletrônica publicados na página de licitações da Unifal-MG, www.unifal-mg.edu.br/licitacoes, link Dispensa de Licitação Eletrônica em andamento.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15302806001632023,,,,749.5,17879859000115-1-000222/2023,8,4,Dispensa Com Disputa,Compras.gov.br,750.0,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '92242080000100', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE PELOTAS', 'poderId': 'E', 'esferaId': 'F'}",2023,180,2023-10-05T15:35:01,2023-10-05T15:35:01,2023-10-05T15:35:01,80010,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '154047', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE PELOTAS/RS', 'ufSigla': 'RS', 'municipioNome': 'Pelotas', 'codigoIbge': '4314407'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Materiais a serem utilizados exclusivamente em projetos de pesquisa com recursos oriundos da CAPES/PROAP.,23110032265202320,Aquisição de material de laboratório para o Programa de Pós-Graduação em Biodiversidade Animal.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15404706800102023,,,,3310.92,92242080000100-1-000180/2023,8,5,Não se aplica,Compras.gov.br,3310.92,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '17879859000115', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG', 'poderId': 'E', 'esferaId': 'F'}",2023,223,2023-10-05T15:51:23,2023-10-05T15:51:23,2023-10-05T15:51:23,00164,"{'ufNome': 'Minas Gerais', 'codigoUnidade': '153028', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE ALFENAS', 'ufSigla': 'MG', 'municipioNome': 'Alfenas', 'codigoIbge': '3101607'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-05T15:51:20,2023-10-17T07:59:59,"Produtos para pesquisa e desenvolvimento (art.75,IV,""c"") e valor abaixo do limite previsto no art.75,II, ambos da Lei 14133/21",23087012921202311,"Aquisição de Placas de quartzo 99,995% de pureza em SiO₂, marca ACTQUARTZO,para atendimento às necessidades de projeto de pesquisa da Pró-Reitoria de Pesquisa e Pós-Graduação da UNIFAL-MG.Todos os encargos e frete deverão estar inclusos. Todas as informações e descrição detalhada dos itens encontram-se no Termo de Referência e Aviso de Disp. Eletrônica publicados na pág. de licitações da Unifal-MG, www.unifal-mg.edu.br/licitacoes, link Dispensa de Lic. Eletrônica em andamento",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15302806001642023,,,,,17879859000115-1-000223/2023,8,4,Dispensa Com Disputa,Compras.gov.br,827.0,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '92242080000100', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE PELOTAS', 'poderId': 'E', 'esferaId': 'F'}",2023,181,2023-10-05T16:47:46,2023-10-05T16:47:46,2023-10-05T16:47:46,80015,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '154047', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE PELOTAS/RS', 'ufSigla': 'RS', 'municipioNome': 'Pelotas', 'codigoIbge': '4314407'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Materiais a serem utilizados exclusivamente em projetos de pesquisa com recursos oriundos da CAPES/PROAP.,23110035571202318,Aquisição de material de laboratório para o Programa de Pós-Graduação em Química.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15404706800152023,,,,1860.3,92242080000100-1-000181/2023,8,5,Não se aplica,Compras.gov.br,1860.3,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '92242080000100', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE PELOTAS', 'poderId': 'E', 'esferaId': 'F'}",2023,182,2023-10-05T16:53:44,2023-10-05T16:53:44,2023-10-05T16:53:44,80016,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '154047', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE PELOTAS/RS', 'ufSigla': 'RS', 'municipioNome': 'Pelotas', 'codigoIbge': '4314407'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Materiais a serem utilizados exclusivamente em projetos de pesquisa com recursos oriundos da CAPES/PROAP.,23110035975202310,Aquisição de material de laboratório para o Programa de Pós-Graduação em Nutrição e Alimentos.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15404706800162023,,,,721.1,92242080000100-1-000182/2023,8,5,Não se aplica,Compras.gov.br,721.1,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01567601000143', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE GOIAS', 'poderId': 'E', 'esferaId': 'F'}",2023,125,2023-10-05T16:55:31,2023-10-05T16:55:31,2023-10-05T16:55:31,00213,"{'ufNome': 'Goiás', 'codigoUnidade': '153052', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE GOIAS-UF/GO', 'ufSigla': 'GO', 'municipioNome': 'Goiânia', 'codigoIbge': '5208707'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-05T16:55:28,2023-10-10T07:59:59,Contratação que tenha por objeto produtos para pesquisa e desenvolvimento.,23070052531202354,Aquisição de MATERIAIS LABORATORIAIS - recurso PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15305206002132023,,,,4360.0,01567601000143-1-000125/2023,8,4,Dispensa Com Disputa,Compras.gov.br,4900.4,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '92242080000100', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE PELOTAS', 'poderId': 'E', 'esferaId': 'F'}",2023,183,2023-10-05T16:59:01,2023-10-05T16:59:01,2023-10-05T16:59:01,80017,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '154047', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE PELOTAS/RS', 'ufSigla': 'RS', 'municipioNome': 'Pelotas', 'codigoIbge': '4314407'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Materiais a serem utilizados exclusivamente em projetos de pesquisa com recursos oriundos da CAPES/PROAP.,23110035620202312,Aquisição de material de laboratório para o Programa de Pós-Graduação em Nutrição e Alimentos.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15404706800172023,,,,413.9,92242080000100-1-000183/2023,8,5,Não se aplica,Compras.gov.br,413.9,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '95591764000105', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE SANTA MARIA', 'poderId': 'E', 'esferaId': 'F'}",2023,85,2023-10-06T07:36:24,2023-10-06T07:36:24,2023-10-06T07:36:24,00209,"{'ufNome': 'Rio Grande do Sul', 'codigoUnidade': '153164', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE STA.MARIA/RS', 'ufSigla': 'RS', 'municipioNome': 'Santa Maria', 'codigoIbge': '4316907'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Material utilizado em projeto em desenvolvimento.,23081115956202352,"Importação direta de Acessórios para a Máquina Ceifeira-Debulhadora, junto ao exportador WINTERSTEIGER CLASSIC PLUS, para atender o Projeto de Pesquisa Consolidação da estrutura multiusuária de pesquisa na UFSM - fase VII.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15316406002092023,,,,220000.0,95591764000105-1-000085/2023,8,5,Não se aplica,Compras.gov.br,220000.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '75101873000190', 'razaoSocial': 'UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,462,2023-10-06T08:21:54,2023-10-06T08:21:54,2023-10-06T08:21:54,00025,"{'ufNome': 'Paraná', 'codigoUnidade': '153029', 'nomeUnidade': 'UTFPR - CAMPUS MEDIANEIRA', 'ufSigla': 'PR', 'municipioNome': 'Medianeira', 'codigoIbge': '4115804'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T08:21:51,2023-10-11T07:59:59,Produto para projeto de pesquisa,23064048685202321,"Aquisição por dispensa de licitação de câmeras a serem utilizadas em projeto de pesquisa, conforme condições, quantidades e exigências estabelecidas neste Aviso de Contratação Direta e seus anexos",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15302906000252023,,,,7067.92,75101873000190-1-000462/2023,8,4,Dispensa Com Disputa,Compras.gov.br,7848.2,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '80257355000108', 'razaoSocial': 'UNIVERSIDADE ESTADUAL DE PONTA GROSSA', 'poderId': 'E', 'esferaId': 'E'}",2023,71,2023-10-06T09:10:01,2023-10-06T09:10:01,2023-10-06T09:10:01,37586,"{'ufNome': 'Paraná', 'codigoUnidade': '55', 'nomeUnidade': 'UEPG - Universidade Estadual de Ponta Grossa', 'ufSigla': 'PR', 'municipioNome': 'Ponta Grossa', 'codigoIbge': '4119905'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,,37586/2023,Confecção de Totem.,http://www.transparencia.pr.gov.br/,,,,6488.01,80257355000108-1-000071/2023,8,5,Não se aplica,Secretaria de Estado da Administração e da Previdência do Estado do Paraná - SEAP-PR,6488.01,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01567601000143', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE GOIAS', 'poderId': 'E', 'esferaId': 'F'}",2023,126,2023-10-06T09:16:41,2023-10-06T09:16:41,2023-10-06T09:16:41,00270,"{'ufNome': 'Goiás', 'codigoUnidade': '153052', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE GOIAS-UF/GO', 'ufSigla': 'GO', 'municipioNome': 'Goiânia', 'codigoIbge': '5208707'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T09:16:38,2023-10-11T07:59:59,Contratação que tenha por objeto produtos para pesquisa e desenvolvimento.,23070050796202318,Aquisição de MATERIAIS LABORATORIAIS - recurso PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15305206002702023,,,,,01567601000143-1-000126/2023,8,4,Dispensa Com Disputa,Compras.gov.br,434.9,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '17879859000115', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG', 'poderId': 'E', 'esferaId': 'F'}",2023,224,2023-10-06T09:19:05,2023-10-06T09:19:05,2023-10-06T09:19:05,00165,"{'ufNome': 'Minas Gerais', 'codigoUnidade': '153028', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE ALFENAS', 'ufSigla': 'MG', 'municipioNome': 'Alfenas', 'codigoIbge': '3101607'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T09:19:02,2023-10-17T07:59:59,"Produtos para pesquisa e desenvolvimento (art.75,IV,""c"") e valor abaixo do limite previsto no art.75,II, ambos da Lei 14133/21",23087016831202391,"Aquisição de reagentes das marcas Sigma, Biocare, Invitrogen e Applied Biosystems, para atendimento à pesquisa da Universidade Federal de Alfenas – UNIFAL-MG. Todos os encargos e frete deverão estar inclusos. Todas as informações e descrição detalhada dos itens encontram-se no Termo de Referência e Aviso de Dispensa Eletrônica publicados na página de licitações da Unifal-MG, www.unifal-mg.edu.br/licitacoes, link Dispensa de Licitação Eletrônica em andamento.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15302806001652023,,,,18804.82,17879859000115-1-000224/2023,8,4,Dispensa Com Disputa,Compras.gov.br,24046.86,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,670,2023-10-06T09:36:49,2023-10-06T09:36:49,2023-10-06T09:36:49,00661,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T09:36:47,2023-10-13T07:59:59,Aquisição de um kit contendo material químico e laboratorial com recursos do PROAP.,23075.056540/2023,Aquisição de um kit contendo material químico e laboratorial com recursos do PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006612023,,,,419.04,75095679000149-1-000670/2023,8,4,Dispensa Com Disputa,Compras.gov.br,419.04,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,673,2023-10-06T11:04:46,2023-10-06T11:04:46,2023-10-06T11:04:46,00662,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Aquisição de material laboratorial com recursos do PROAP.,23075.055849/2023,Aquisição de material laboratorial com recursos do PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006622023,,,,4023.14,75095679000149-1-000673/2023,8,5,Não se aplica,Compras.gov.br,4023.14,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,674,2023-10-06T11:09:55,2023-10-06T11:09:55,2023-10-06T11:09:55,00663,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Aquisição de material químico com recursos do PROAP.,23075.058177/2023,Aquisição de material químico com recursos do PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006632023,,,,1773.0,75095679000149-1-000674/2023,8,5,Não se aplica,Compras.gov.br,1773.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01567601000143', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE GOIAS', 'poderId': 'E', 'esferaId': 'F'}",2023,127,2023-10-06T11:16:00,2023-10-06T11:16:00,2023-10-06T11:16:00,00283,"{'ufNome': 'Goiás', 'codigoUnidade': '153052', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE GOIAS-UF/GO', 'ufSigla': 'GO', 'municipioNome': 'Goiânia', 'codigoIbge': '5208707'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T11:15:55,2023-10-11T07:59:59,Contratação que tenha por objeto produtos para pesquisa e desenvolvimento.,23070047458202307,Aquisição de MATERIAIS LABORATORIAIS - recurso PROAP. ,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15305206002832023,,,,,01567601000143-1-000127/2023,8,4,Dispensa Com Disputa,Compras.gov.br,1170.52,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,675,2023-10-06T11:16:49,2023-10-06T11:16:49,2023-10-06T11:16:49,00664,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Aquisição de material químico com recursos do PROAP.,23075.057868/2023,Aquisição de material químico com recursos do PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006642023,,,,490.0,75095679000149-1-000675/2023,8,5,Não se aplica,Compras.gov.br,490.0,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,676,2023-10-06T11:21:52,2023-10-06T11:21:52,2023-10-06T11:21:52,00665,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Aquisição de material laboratorial com recursos do PROAP.,23075.057376/2023,Aquisição de material laboratorial com recursos do PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006652023,,,,2172.2,75095679000149-1-000676/2023,8,5,Não se aplica,Compras.gov.br,2172.2,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01567601000143', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE GOIAS', 'poderId': 'E', 'esferaId': 'F'}",2023,128,2023-10-06T11:28:11,2023-10-06T11:28:11,2023-10-06T11:28:11,00284,"{'ufNome': 'Goiás', 'codigoUnidade': '153052', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE GOIAS-UF/GO', 'ufSigla': 'GO', 'municipioNome': 'Goiânia', 'codigoIbge': '5208707'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T11:28:07,2023-10-11T07:59:59,Contratação que tenha por objeto produtos para pesquisa e desenvolvimento.  ,23070047457202354,"Aquisição de MATERIAIS BIOLÓGICOS, QUÍMICOS E FARMACOLÓGICOS - recurso PROAP.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15305206002842023,,,,,01567601000143-1-000128/2023,8,4,Dispensa Com Disputa,Compras.gov.br,10964.0,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '01567601000143', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE GOIAS', 'poderId': 'E', 'esferaId': 'F'}",2023,129,2023-10-06T11:46:21,2023-10-06T11:46:21,2023-10-06T11:46:21,00285,"{'ufNome': 'Goiás', 'codigoUnidade': '153052', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE GOIAS-UF/GO', 'ufSigla': 'GO', 'municipioNome': 'Goiânia', 'codigoIbge': '5208707'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T11:46:08,2023-10-11T07:59:59,Contratação que tenha por objeto produtos para pesquisa e desenvolvimento.  ,23070047767202379,Aquisição de MATERIAIS LABORATORIAIS E HOSPITALARES - recurso PROAP.,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15305206002852023,,,,,01567601000143-1-000129/2023,8,4,Dispensa Com Disputa,Compras.gov.br,2319.36,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,677,2023-10-06T11:58:23,2023-10-06T11:58:23,2023-10-11T09:32:24,00666,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,"Aquisição de material químico para pesquisa solicitado pelo Programa de Pós-Graduação em Ciências Farmacêuticas, coord",057976/2023-81,"Aquisição de material químico para pesquisa solicitado pelo Programa de Pós-Graduação em Ciências Farmacêuticas, coordenador Rilton Alves de Freitas, com recursos do PROAP 2023.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006662023,,,,5320.98,75095679000149-1-000677/2023,8,5,Não se aplica,Compras.gov.br,5320.98,Dispensa,3,Anulada,3,Ato que autoriza a Contratação Direta
False,"{'cnpj': '01567601000143', 'razaoSocial': 'UNIVERSIDADE FEDERAL DE GOIAS', 'poderId': 'E', 'esferaId': 'F'}",2023,130,2023-10-06T12:07:03,2023-10-06T12:07:03,2023-10-06T12:07:03,00286,"{'ufNome': 'Goiás', 'codigoUnidade': '153052', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DE GOIAS-UF/GO', 'ufSigla': 'GO', 'municipioNome': 'Goiânia', 'codigoIbge': '5208707'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",2023-10-06T12:06:59,2023-10-11T07:59:59,Contratação que tenha por objeto produtos para pesquisa e desenvolvimento.  ,23070047775202315,"Aquisição de MATERIAIS QUÍMICO, BIOLÓGICO E DIVERSOS - recurso PROAP.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15305206002862023,,,,,01567601000143-1-000130/2023,8,4,Dispensa Com Disputa,Compras.gov.br,8419.86,Dispensa,1,Divulgada no PNCP,2,Aviso de Contratação Direta
False,"{'cnpj': '75095679000149', 'razaoSocial': 'UNIVERSIDADE FEDERAL DO PARANA', 'poderId': 'E', 'esferaId': 'F'}",2023,680,2023-10-06T14:30:16,2023-10-06T14:30:16,2023-10-06T14:30:16,00673,"{'ufNome': 'Paraná', 'codigoUnidade': '153079', 'nomeUnidade': 'UNIVERSIDADE FEDERAL DO PARANA', 'ufSigla': 'PR', 'municipioNome': 'Curitiba', 'codigoIbge': '4106902'}","Dispensa de Licitação: produtos para pesquisa e desenvolvimento, limitada a contratação, no caso de obras e serviços de engenharia, ao valor de R$ 300.000,00 (trezentos mil reais)",,,Serviço Técnico Científico - Pesquisa Científica,23075057042202349,Serviço Técnico Científico,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15307906006732023,,,,1349.4,75095679000149-1-000680/2023,8,5,Não se aplica,Compras.gov.br,1349.4,Dispensa,1,Divulgada no PNCP,3,Ato que autoriza a Contratação Direta
